,contract_id,chicken_import_id,building_number,age,avg_weight
1382,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,8,284.0
1383,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,9,327.0
1384,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,10,389.0
1385,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,11,441.0
1386,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,12,508.0
1387,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,13,550.0
1388,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,14,580.0
1389,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,15,644.0
1390,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,16,719.0
1391,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,17,813.0
1392,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,18,914.0
1393,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,19,985.0
1394,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,20,1097.0
1395,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,21,1198.0
1396,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,22,1321.0
1397,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,23,1401.0
1398,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,24,1508.0
1399,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,25,1614.0
1400,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,26,1689.0
1401,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,27,1771.0
1402,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,28,1861.0
1403,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,29,1972.0
1404,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,30,2006.0
1405,eef47f04-01e7-4b49-8827-e231694ea345,G11303104,下層,31,2104.0
1446,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,0,42.0
1447,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,1,56.0
1448,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,2,63.0
1449,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,3,83.0
1450,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,4,103.0
1451,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,5,122.0
1452,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,6,157.0
1453,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,7,173.0
1454,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,8,215.0
1455,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,9,244.0
1456,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,10,286.0
1457,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,11,340.0
1458,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,12,394.0
1459,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,13,461.0
1460,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,14,514.0
1461,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,15,594.0
1462,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,16,673.0
1463,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,17,755.0
1464,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,18,831.0
1465,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,19,880.0
1466,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,20,984.0
1467,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,21,1077.0
1468,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,22,1186.0
1469,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,23,1272.0
1470,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,24,1381.0
1471,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,25,1494.0
1472,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,26,1581.0
1473,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,27,1679.0
1474,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,28,1761.0
1475,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,29,1844.0
1476,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,30,1942.0
1477,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,上層,31,2084.0
1480,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,0,38.0
1481,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,1,52.0
1482,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,2,66.0
1483,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,3,81.0
1484,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,4,102.0
1485,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,5,131.0
1486,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,6,153.0
1487,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,7,184.0
1488,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,8,213.0
1489,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,9,250.0
1490,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,10,275.0
1491,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,11,317.0
1492,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,12,364.0
1493,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,13,421.0
1494,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,14,479.0
1495,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,15,545.0
1496,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,16,614.0
1497,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,17,692.0
1498,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,18,772.0
1499,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,19,862.0
1500,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,20,948.0
1501,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,21,1035.0
1502,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,22,1146.0
1503,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,23,1226.0
1504,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,24,1330.0
1505,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,25,1465.0
1506,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,26,1562.0
1507,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,27,1667.0
1508,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,28,1761.0
1509,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,29,1866.0
1510,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,30,2008.0
1511,a1e231c6-87ab-43fa-9047-e292b19f146d,G11304104,下層,31,2105.0
1514,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,0,38.0
1515,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,1,47.0
1516,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,2,58.0
1517,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,3,88.0
1518,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,4,108.0
1519,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,5,134.0
1520,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,6,152.0
1521,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,7,168.0
1522,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,8,201.0
1523,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,9,236.0
1524,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,10,275.0
1525,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,11,324.0
1526,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,12,377.0
1527,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,13,443.0
1528,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,14,518.0
1529,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,15,577.0
1530,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,16,650.0
1531,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,17,744.0
1532,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,18,824.0
1533,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,19,909.0
1534,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,20,1008.0
1535,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,21,1104.0
1536,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,22,1196.0
1537,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,23,1315.0
1538,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,24,1417.0
1539,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,25,1521.0
1540,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,26,1623.0
1541,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,27,1668.0
1542,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,28,1697.0
1543,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,29,1789.0
1544,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,30,1905.0
1545,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟上層,31,1983.0
1547,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,0,40.0
1548,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,1,53.0
1549,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,2,65.0
1550,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,3,83.0
1551,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,4,92.0
1552,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,5,135.0
1553,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,6,156.0
1554,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,7,183.0
1555,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,8,153.0
1556,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,9,190.0
1557,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,10,286.0
1558,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,11,330.0
1559,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,12,390.0
1560,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,13,434.0
1561,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,14,497.0
1562,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,15,560.0
1563,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,16,616.0
1564,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,17,680.0
1565,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,18,747.0
1566,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,19,840.0
1567,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,20,945.0
1568,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,21,1026.0
1569,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,22,1136.0
1570,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,23,1225.0
1571,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,24,1332.0
1572,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,25,1432.0
1573,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,26,1542.0
1574,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,27,1576.0
1575,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,28,1675.0
1576,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,29,1734.0
1577,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,30,1882.0
1578,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,A棟下層,31,1957.0
1579,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,0,36.0
1580,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,1,45.0
1581,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,2,61.0
1582,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,3,73.0
1583,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,4,105.0
1584,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,5,129.0
1585,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,6,145.0
1586,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,7,177.0
1587,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,8,210.0
1588,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,9,228.0
1589,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,10,267.0
1590,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,11,320.0
1591,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,12,381.0
1592,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,13,438.0
1593,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,14,516.0
1594,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,15,567.0
1595,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,16,642.0
1596,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,17,712.0
1597,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,18,804.0
1598,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,19,834.0
1599,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,20,956.0
1600,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,21,1033.0
1601,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,22,1154.0
1602,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,23,1237.0
1603,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,24,1345.0
1604,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,25,1504.0
1605,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,26,1469.0
1606,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,27,1515.0
1607,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,28,1646.0
1608,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,29,1735.0
1609,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,30,1838.0
1610,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟上層,31,1942.0
1611,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,0,40.0
1612,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,1,44.0
1613,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,2,58.0
1614,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,3,72.0
1615,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,4,96.0
1616,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,5,123.0
1617,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,6,154.0
1618,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,7,162.0
1619,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,8,188.0
1620,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,9,228.0
1621,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,10,268.0
1622,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,11,319.0
1623,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,12,390.0
1624,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,13,436.0
1625,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,14,506.0
1626,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,15,572.0
1627,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,16,643.0
1628,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,17,728.0
1629,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,18,797.0
1630,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,19,870.0
1631,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,20,961.0
1632,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,21,1050.0
1633,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,22,1129.0
1634,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,23,1238.0
1635,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,24,1399.0
1636,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,25,1429.0
1637,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,26,1511.0
1638,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,27,1560.0
1639,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,28,1569.0
1640,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,29,1652.0
1641,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,30,1767.0
1642,f5db36da-e119-40db-923f-0e06f6ab5a2c,G11304105,B棟下層,31,1855.0
1644,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,0,39.0
1645,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,1,48.0
1646,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,2,57.0
1647,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,3,73.0
1648,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,4,89.0
1649,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,5,110.0
1650,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,6,135.0
1651,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,7,177.0
1652,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,8,203.0
1653,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,9,243.0
1654,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,10,290.0
1655,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,11,343.0
1656,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,12,392.0
1657,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,13,465.0
1658,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,14,528.0
1659,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,15,601.0
1660,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,16,676.0
1661,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,17,741.0
1662,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,18,844.0
1663,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,19,916.0
1664,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,20,1016.0
1665,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,21,1129.0
1666,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,22,1233.0
1667,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,23,1321.0
1668,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,24,1440.0
1669,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,25,1552.0
1670,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,26,1638.0
1671,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,27,1702.0
1672,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,28,1826.0
1673,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,29,1877.0
1674,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,30,1984.0
1675,bf03e764-50bb-4e45-a670-ce10271d6626,G11304108,仁德廠,31,2058.0
1680,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,0,42.0
1681,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,1,32.0
1682,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,2,51.0
1683,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,3,64.0
1684,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,4,82.0
1685,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,5,100.0
1686,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,6,126.0
1687,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,7,151.0
1688,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,8,190.0
1689,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,9,213.0
1690,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,10,250.0
1691,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,11,294.0
1692,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,12,347.0
1693,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,13,405.0
1694,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,14,469.0
1695,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,15,543.0
1696,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,16,605.0
1697,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,17,671.0
1698,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,18,746.0
1699,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,19,812.0
1700,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,20,906.0
1701,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,21,984.0
1702,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,22,1068.0
1703,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,23,1148.0
1704,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,24,1250.0
1705,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,25,1347.0
1706,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,26,1431.0
1707,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,27,1545.0
1708,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,28,1611.0
1709,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,29,1684.0
1710,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,30,1770.0
1711,62c0b26d-85a0-479e-8607-3e7eca0a4fe2,G11305103,上層,31,1834.0
